input_frequency_Hz,measured_Fs_Hz,nyquist_Hz,window,N_SAMPLES,N_FFT,physical_resolution_Hz,FFT_spacing_Hz,expected_alias_Hz,FFT_fundamental_Hz,frequency_error_Hz,samples_per_period,timing_jitter_us,signal_dBFS,integrated_noise_Vrms,integrated_noise_dBFS,measured_noise_floor_dBFS_per_bin,ideal_SNR_dB,ideal_noise_floor_dBFS_per_bin,SNR_dB,THD_dB,THD_percent,THDN_dB,THDN_percent,SINAD_dB,ENOB_bits,SFDR_dBc,largest_spur_Hz,largest_spur_dBFS,jitter_limited_SNR_dB
250.000000,2001.513000,1000.756500,hann,128,128,15.636820,15.636820,250.000000,250.186940,0.186935,8.006052,4.607300,-2.102058,0.003289592,-50.996536,-58.730680,74.000000,-90.300890,48.894480,-43.446040,0.672509,-42.356320,0.762402,42.356320,6.743575,49.663210,406.557300,-51.766784,42.808670
