input_frequency_Hz,measured_Fs_Hz,nyquist_Hz,window,N_SAMPLES,N_FFT,physical_resolution_Hz,FFT_spacing_Hz,expected_alias_Hz,FFT_fundamental_Hz,frequency_error_Hz,samples_per_period,timing_jitter_us,signal_dBFS,integrated_noise_Vrms,integrated_noise_dBFS,measured_noise_floor_dBFS_per_bin,ideal_SNR_dB,ideal_noise_floor_dBFS_per_bin,SNR_dB,THD_dB,THD_percent,THDN_dB,THDN_percent,SINAD_dB,ENOB_bits,SFDR_dBc,largest_spur_Hz,largest_spur_dBFS,jitter_limited_SNR_dB
250.000000,2000.391520,1000.195760,hann,512,512,3.907015,3.907015,250.000000,250.049780,0.049774,8.001566,2.479308,-2.096285,0.011650990,-40.012124,-62.661516,74.000000,-96.321490,37.915836,-47.913208,0.402105,-37.501676,1.333265,37.501676,5.937156,50.700890,113.303420,-52.795630,48.190990
