sample,time_s,raw_u16,code12,voltage_V
68,0.034013000,21349,1334,1.075024
69,0.034513000,8626,539,0.434360
70,0.035013000,10450,653,0.526207
71,0.035512000,25686,1605,1.293413
72,0.036012000,45259,2828,2.279007
73,0.036512000,58158,3634,2.928533
74,0.037012000,56061,3503,2.822939
75,0.037511000,40921,2557,2.060568
76,0.038011000,21333,1333,1.074218
77,0.038511000,8738,546,0.440000
78,0.039010000,10626,664,0.535070
79,0.039510000,25046,1565,1.261186
80,0.040009000,45034,2814,2.267677
81,0.040509000,57678,3604,2.904362
82,0.041008000,56205,3512,2.830190
83,0.041508000,41354,2584,2.082371
84,0.042008000,21669,1354,1.091138
85,0.042514000,8818,551,0.444028
86,0.043013000,10626,664,0.535070
87,0.043514000,25814,1613,1.299858
88,0.044013000,45339,2833,2.283035
89,0.044512000,57806,3612,2.910808
90,0.045012000,56173,3510,2.828578
91,0.045513000,41050,2565,2.067063
92,0.046012000,21285,1330,1.071801
93,0.046512000,9522,595,0.479478
94,0.047012000,10418,651,0.524596
95,0.047512000,25686,1605,1.293413
96,0.048012000,45147,2821,2.273367
97,0.048511000,57934,3620,2.917253
98,0.049011000,56077,3504,2.823744
99,0.049510000,41114,2569,2.070286
100,0.050010000,21365,1335,1.075830
101,0.050510000,8818,551,0.444028
102,0.051010000,10130,633,0.510094
103,0.051509000,25670,1604,1.292607
104,0.052009000,44314,2769,2.231421
105,0.052509000,57870,3616,2.914030
106,0.053009000,56141,3508,2.826967
107,0.053509000,42490,2655,2.139574
108,0.054009000,21701,1356,1.092749
109,0.054509000,8738,546,0.440000
110,0.055009000,10578,661,0.532653
111,0.055509000,25590,1599,1.288579
112,0.056009000,45275,2829,2.279812
113,0.056509000,58062,3628,2.923699
114,0.057008000,56541,3533,2.847109
115,0.057508000,41210,2575,2.075120
116,0.058014000,21189,1324,1.066967
117,0.058514000,8738,546,0.440000
118,0.059008000,10322,645,0.519762
119,0.059508000,25542,1596,1.286162
120,0.060008000,45483,2842,2.290286
121,0.060514000,57870,3616,2.914030
122,0.061014000,55885,3492,2.814076
123,0.061513000,41322,2582,2.080760
124,0.062013000,21333,1333,1.074218
125,0.062513000,8514,532,0.428721
126,0.063012000,10402,650,0.523790
127,0.063512000,25878,1617,1.303081
128,0.064012000,45499,2843,2.291092
129,0.064512000,57918,3619,2.916448
130,0.065012000,56013,3500,2.820522
131,0.065511000,40857,2553,2.057345
132,0.066011000,21397,1337,1.077441
133,0.066511000,8786,549,0.442417
134,0.067010000,10498,656,0.528624
135,0.067510000,25702,1606,1.294218
136,0.068010000,45083,2817,2.270144
137,0.068509000,57838,3614,2.912419
138,0.069009000,56285,3517,2.834218
139,0.069509000,41162,2572,2.072703
140,0.070009000,21429,1339,1.079052
141,0.070509000,8818,551,0.444028
142,0.071008000,10594,662,0.533458
143,0.071508000,25590,1599,1.288579
144,0.072008000,45163,2822,2.274172
145,0.072508000,57806,3612,2.910808
146,0.073008000,56173,3510,2.828578
147,0.073514000,40889,2555,2.058956
148,0.074014000,21397,1337,1.077441
149,0.074513000,8706,544,0.438389
150,0.075013000,10546,659,0.531041
151,0.075512000,25638,1602,1.290996
152,0.076013000,45227,2826,2.277395
153,0.076512000,58046,3627,2.922893
154,0.077011000,56205,3512,2.830190
155,0.077511000,40970,2560,2.063035
156,0.078011000,21877,1367,1.101611
157,0.078510000,8722,545,0.439194
158,0.079010000,10210,638,0.514122
159,0.079510000,25990,1624,1.308720
160,0.080011000,45115,2819,2.271756
161,0.080510000,58334,3645,2.937395
162,0.081011000,56125,3507,2.826162
163,0.081510000,41258,2578,2.077537
164,0.082010000,21477,1342,1.081469
165,0.082509000,9042,565,0.455308
166,0.083008000,10418,651,0.524596
167,0.083508000,25638,1602,1.290996
168,0.084009000,45147,2821,2.273367
169,0.084508000,57934,3620,2.917253
170,0.085009000,56253,3515,2.832607
171,0.085509000,41066,2566,2.067869
172,0.086009000,21813,1363,1.098389
173,0.086509000,8466,529,0.426303
174,0.087009000,10114,632,0.509288
175,0.087508000,25398,1587,1.278910
176,0.088008000,45067,2816,2.269338
177,0.088514000,58174,3635,2.929338
178,0.089014000,56141,3508,2.826967
179,0.089513000,41066,2566,2.067869
180,0.090013000,21317,1332,1.073413
181,0.090512000,8898,556,0.448057
182,0.091012000,10674,667,0.537487
183,0.091512000,25446,1590,1.281328
184,0.092012000,45050,2815,2.268482
185,0.092511000,57902,3618,2.915642
186,0.093012000,55869,3491,2.813270
187,0.093511000,41098,2568,2.069480
188,0.094011000,21461,1341,1.080664
189,0.094511000,8626,539,0.434360
190,0.095011000,10370,648,0.522179
191,0.095510000,25574,1598,1.287773
192,0.096010000,45387,2836,2.285452
193,0.096509000,57902,3618,2.915642
194,0.097009000,56253,3515,2.832607
195,0.097509000,41162,2572,2.072703
196,0.098008000,21285,1330,1.071801
197,0.098509000,8610,538,0.433555
198,0.099008000,10546,659,0.531041
199,0.099514000,25782,1611,1.298247
200,0.100014000,45419,2838,2.287063
201,0.100514000,57870,3616,2.914030
202,0.101014000,56093,3505,2.824550
203,0.101514000,41050,2565,2.067063
204,0.102014000,21333,1333,1.074218
205,0.102513000,8882,555,0.447251
206,0.103013000,10530,658,0.530236
207,0.103513000,25606,1600,1.289384
208,0.104012000,45147,2821,2.273367
209,0.104512000,57934,3620,2.917253
210,0.105013000,56157,3509,2.827773
211,0.105512000,40633,2539,2.046066
212,0.106012000,21525,1345,1.083886
213,0.106511000,8738,546,0.440000
214,0.107011000,10450,653,0.526207
215,0.107510000,25494,1593,1.283745
216,0.108010000,45323,2832,2.282229
217,0.108509000,57678,3604,2.904362
218,0.109010000,56301,3518,2.835024
219,0.109509000,41258,2578,2.077537
220,0.110008000,21589,1349,1.087109
221,0.110508000,8866,554,0.446445
222,0.111009000,10354,647,0.521373
223,0.111514000,25606,1600,1.289384
224,0.112008000,45307,2831,2.281424
225,0.112514000,58174,3635,2.929338
226,0.113014000,55917,3494,2.815688
227,0.113513000,40970,2560,2.063035
228,0.114013000,21397,1337,1.077441
229,0.114513000,9042,565,0.455308
230,0.115012000,11714,732,0.589856
231,0.115512000,25590,1599,1.288579
232,0.116012000,45531,2845,2.292703
233,0.116511000,58126,3632,2.926921
234,0.117012000,56221,3513,2.830996
235,0.117511000,40697,2543,2.049288
236,0.118010000,21301,1331,1.072607
237,0.118509000,8578,536,0.431943
238,0.119009000,10338,646,0.520568
239,0.119509000,25302,1581,1.274076
240,0.120009000,44010,2750,2.216114
241,0.120508000,57822,3613,2.911614
242,0.121008000,56333,3520,2.836635
243,0.121514000,40729,2545,2.050900
244,0.122013000,21461,1341,1.080664
245,0.122514000,8866,554,0.446445
246,0.123013000,11618,726,0.585022
247,0.123513000,25526,1595,1.285356
248,0.124012000,45867,2866,2.309622
249,0.124511000,57966,3622,2.918864
250,0.125011000,56029,3501,2.821328
251,0.125511000,41242,2577,2.076732
252,0.126011000,21445,1340,1.079858
253,0.126511000,8642,540,0.435166
254,0.127010000,10578,661,0.532653
255,0.127511000,25654,1603,1.291801
256,0.128011000,45211,2825,2.276590
257,0.128511000,57710,3606,2.905974
258,0.129011000,55917,3494,2.815688
259,0.129510000,40617,2538,2.045260
260,0.130010000,21029,1314,1.058910
261,0.130510000,8882,555,0.447251
262,0.131009000,10322,645,0.519762
263,0.131509000,25622,1601,1.290190
264,0.132009000,45131,2820,2.272561
265,0.132509000,57950,3621,2.918059
266,0.133008000,56013,3500,2.820522
267,0.133508000,41498,2593,2.089622
268,0.134014000,21285,1330,1.071801
269,0.134513000,8770,548,0.441611
270,0.135013000,10130,633,0.510094
271,0.135513000,25702,1606,1.294218
272,0.136013000,45819,2863,2.307205
273,0.136512000,57918,3619,2.916448
274,0.137013000,56141,3508,2.826967
275,0.137513000,41034,2564,2.066258
276,0.138013000,21317,1332,1.073413
277,0.138512000,8386,524,0.422275
278,0.139011000,10530,658,0.530236
279,0.139511000,25702,1606,1.294218
280,0.140011000,44938,2808,2.262843
281,0.140511000,58078,3629,2.924504
282,0.141011000,56205,3512,2.830190
283,0.141510000,41274,2579,2.078343
284,0.142010000,21461,1341,1.080664
285,0.142510000,8802,550,0.443223
286,0.143009000,10706,669,0.539098
287,0.143508000,25446,1590,1.281328
288,0.144008000,45147,2821,2.273367
289,0.144508000,57758,3609,2.908391
290,0.145008000,56333,3520,2.836635
291,0.145508000,41002,2562,2.064646
292,0.146014000,21365,1335,1.075830
293,0.146514000,8882,555,0.447251
294,0.147013000,10642,665,0.535875
295,0.147514000,25830,1614,1.300664
296,0.148014000,45403,2837,2.286258
297,0.148513000,57710,3606,2.905974
298,0.149013000,56157,3509,2.827773
299,0.149512000,40986,2561,2.063841
300,0.150012000,21813,1363,1.098389
301,0.150512000,9010,563,0.453696
302,0.151012000,10818,676,0.544738
303,0.151513000,25782,1611,1.298247
304,0.152012000,45435,2839,2.287869
305,0.152511000,57966,3622,2.918864
306,0.153011000,56317,3519,2.835830
307,0.153511000,41034,2564,2.066258
308,0.154010000,20436,1277,1.029050
309,0.154510000,9042,565,0.455308
310,0.155010000,10642,665,0.535875
311,0.155510000,25462,1591,1.282133
312,0.156010000,44874,2804,2.259620
313,0.156510000,57902,3618,2.915642
314,0.157009000,56029,3501,2.821328
315,0.157509000,41178,2573,2.073509
316,0.158009000,21429,1339,1.079052
317,0.158509000,8914,557,0.448862
318,0.159008000,10514,657,0.529430
319,0.159514000,25718,1607,1.295024
320,0.160014000,45387,2836,2.285452
321,0.160513000,57934,3620,2.917253
322,0.161013000,55901,3493,2.814882
323,0.161512000,41034,2564,2.066258
324,0.162012000,21189,1324,1.066967
325,0.162512000,8418,526,0.423886
326,0.163011000,10386,649,0.522985
327,0.163511000,25590,1599,1.288579
328,0.164011000,45291,2830,2.280618
329,0.164511000,57694,3605,2.905168
330,0.165010000,56253,3515,2.832607
331,0.165510000,40986,2561,2.063841
332,0.166010000,21605,1350,1.087915
333,0.166510000,8770,548,0.441611
334,0.167010000,10242,640,0.515734
335,0.167509000,25542,1596,1.286162
336,0.168009000,45291,2830,2.280618
337,0.168508000,57918,3619,2.916448
338,0.169008000,56157,3509,2.827773
339,0.169509000,41498,2593,2.089622
340,0.170007000,21733,1358,1.094360
341,0.170514000,8722,545,0.439194
342,0.171014000,10418,651,0.524596
343,0.171514000,25798,1612,1.299052
344,0.172013000,45371,2835,2.284646
345,0.172513000,58702,3668,2.955926
346,0.173013000,55917,3494,2.815688
347,0.173513000,41050,2565,2.067063
348,0.174013000,21301,1331,1.072607
349,0.174513000,8690,543,0.437583
350,0.175013000,9762,610,0.491563
351,0.175513000,25638,1602,1.290996
352,0.176012000,45147,2821,2.273367
353,0.176512000,57502,3593,2.895500
354,0.177012000,56221,3513,2.830996
355,0.177512000,41034,2564,2.066258
356,0.178012000,22533,1408,1.134644
357,0.178512000,8258,516,0.415830
358,0.179013000,10162,635,0.511705
359,0.179512000,25622,1601,1.290190
360,0.180011000,45291,2830,2.280618
361,0.180511000,57678,3604,2.904362
362,0.181010000,56125,3507,2.826162
363,0.181510000,41194,2574,2.074314
364,0.182010000,21477,1342,1.081469
365,0.182510000,8754,547,0.440806
366,0.183009000,10514,657,0.529430
367,0.183509000,25830,1614,1.300664
368,0.184008000,45131,2820,2.272561
369,0.184514000,58046,3627,2.922893
370,0.185014000,56029,3501,2.821328
371,0.185514000,41098,2568,2.069480
372,0.186014000,21669,1354,1.091138
373,0.186513000,8402,525,0.423081
374,0.187013000,10482,655,0.527819
375,0.187513000,25846,1615,1.301469
376,0.188013000,45595,2849,2.295926
377,0.188513000,57870,3616,2.914030
378,0.189012000,56141,3508,2.826967
379,0.189512000,40986,2561,2.063841
380,0.190011000,21413,1338,1.078247
381,0.190511000,8658,541,0.435972
382,0.191011000,10434,652,0.525402
383,0.191511000,25814,1613,1.299858
384,0.192010000,45227,2826,2.277395
385,0.192509000,57614,3600,2.901140
386,0.193009000,56285,3517,2.834218
387,0.193509000,41002,2562,2.064646
388,0.194009000,21493,1343,1.082275
389,0.194514000,8834,552,0.444834
390,0.195014000,10434,652,0.525402
391,0.195513000,26182,1636,1.318389
392,0.196013000,45355,2834,2.283841
393,0.196513000,57902,3618,2.915642
394,0.197013000,55981,3498,2.818911
395,0.197513000,41754,2609,2.102513
396,0.198012000,21429,1339,1.079052
397,0.198512000,8930,558,0.449668
398,0.199011000,10498,656,0.528624
399,0.199511000,25638,1602,1.290996
400,0.200011000,45131,2820,2.272561
401,0.200510000,57838,3614,2.912419
402,0.201010000,56253,3515,2.832607
403,0.201509000,41242,2577,2.076732
404,0.202009000,21525,1345,1.083886
405,0.202510000,8962,560,0.451279
406,0.203010000,10434,652,0.525402
407,0.203510000,25542,1596,1.286162
408,0.204010000,45403,2837,2.286258
409,0.204509000,57902,3618,2.915642
410,0.205009000,56205,3512,2.830190
411,0.205510000,41242,2577,2.076732
412,0.206010000,21765,1360,1.095972
413,0.206509000,8978,561,0.452085
414,0.207008000,10482,655,0.527819
415,0.207508000,25462,1591,1.282133
416,0.208008000,45147,2821,2.273367
417,0.208514000,57966,3622,2.918864
418,0.209008000,56253,3515,2.832607
419,0.209514000,41018,2563,2.065452
420,0.210014000,21397,1337,1.077441
421,0.210514000,9346,584,0.470616
422,0.211013000,10546,659,0.531041
423,0.211513000,26758,1672,1.347393
424,0.212013000,45435,2839,2.287869
425,0.212513000,57902,3618,2.915642
426,0.213013000,56125,3507,2.826162
427,0.213513000,40921,2557,2.060568
428,0.214014000,21317,1332,1.073413
429,0.214513000,8722,545,0.439194
430,0.215013000,10466,654,0.527013
431,0.215512000,25782,1611,1.298247
432,0.216012000,45531,2845,2.292703
433,0.216512000,57982,3623,2.919670
434,0.217011000,56157,3509,2.827773
435,0.217510000,40970,2560,2.063035
436,0.218010000,21413,1338,1.078247
437,0.218510000,9010,563,0.453696
438,0.219010000,10578,661,0.532653
439,0.219510000,25510,1594,1.284550
440,0.220009000,45050,2815,2.268482
441,0.220510000,58590,3661,2.950286
442,0.221010000,56221,3513,2.830996
443,0.221509000,41178,2573,2.073509
444,0.222009000,21397,1337,1.077441
445,0.222508000,8834,552,0.444834
446,0.223008000,10386,649,0.522985
447,0.223508000,25942,1621,1.306304
448,0.224014000,45355,2834,2.283841
449,0.224508000,57966,3622,2.918864
450,0.225008000,55949,3496,2.817299
451,0.225514000,41114,2569,2.070286
452,0.226013000,21173,1323,1.066162
453,0.226513000,8946,559,0.450474
454,0.227013000,10786,674,0.543127
455,0.227512000,25366,1585,1.277299
456,0.228012000,45211,2825,2.276590
457,0.228513000,58510,3656,2.946258
458,0.229013000,56237,3514,2.831802
459,0.229512000,41114,2569,2.070286
460,0.230011000,21125,1320,1.063745
461,0.230511000,8610,538,0.433555
462,0.231011000,10642,665,0.535875
463,0.231511000,25542,1596,1.286162
464,0.232010000,45323,2832,2.282229
465,0.232510000,57918,3619,2.916448
466,0.233010000,56157,3509,2.827773
467,0.233510000,41434,2589,2.086400
468,0.234010000,21429,1339,1.079052
469,0.234509000,9058,566,0.456114
470,0.235010000,10642,665,0.535875
471,0.235509000,25302,1581,1.274076
472,0.236010000,45179,2823,2.274978
473,0.236510000,57614,3600,2.901140
474,0.237009000,56013,3500,2.820522
475,0.237509000,41306,2581,2.079954
476,0.238010000,21365,1335,1.075830
477,0.238509000,8994,562,0.452891
478,0.239009000,10610,663,0.534264
479,0.239509000,25606,1600,1.289384
480,0.240009000,45211,2825,2.276590
481,0.240509000,57886,3617,2.914836
482,0.241008000,56061,3503,2.822939
483,0.241514000,40889,2555,2.058956
484,0.242014000,21365,1335,1.075830
485,0.242513000,8786,549,0.442417
486,0.243013000,10626,664,0.535070
487,0.243512000,25574,1598,1.287773
488,0.244012000,45419,2838,2.287063
489,0.244512000,57758,3609,2.908391
490,0.245011000,56429,3526,2.841469
491,0.245511000,41082,2567,2.068674
492,0.246011000,21429,1339,1.079052
493,0.246511000,8994,562,0.452891
494,0.247010000,11202,700,0.564074
495,0.247510000,25574,1598,1.287773
496,0.248010000,45371,2835,2.284646
497,0.248509000,57934,3620,2.917253
498,0.249009000,56637,3539,2.851943
499,0.249508000,41114,2569,2.070286
500,0.250014000,21349,1334,1.075024
501,0.250514000,8818,551,0.444028
502,0.251013000,10386,649,0.522985
503,0.251513000,26358,1647,1.327251
504,0.252013000,45227,2826,2.277395
505,0.252512000,57774,3610,2.909197
506,0.253012000,56045,3502,2.822133
507,0.253511000,41418,2588,2.085594
508,0.254010000,21509,1344,1.083081
509,0.254510000,8898,556,0.448057
510,0.255010000,10530,658,0.530236
511,0.255510000,26070,1629,1.312749
