sample,time_s,raw_u16,code12,voltage_V
54,0.027013000,42538,2658,2.141991
55,0.027512000,57037,3564,2.872085
56,0.028012000,57181,3573,2.879336
57,0.028512000,43850,2740,2.208057
58,0.029012000,24742,1546,1.245878
59,0.029512000,10034,627,0.505260
60,0.030011000,9442,590,0.475450
61,0.030511000,22709,1419,1.143506
62,0.031011000,42426,2651,2.136352
63,0.031512000,56909,3556,2.865640
64,0.032011000,57277,3579,2.884170
65,0.032510000,43962,2747,2.213696
66,0.033010000,24341,1521,1.225686
67,0.033509000,9970,623,0.502037
68,0.034009000,9202,575,0.463365
69,0.034509000,21109,1319,1.062939
70,0.035009000,42458,2653,2.137963
71,0.035508000,56717,3544,2.855972
72,0.036014000,57149,3571,2.877725
73,0.036514000,43706,2731,2.200806
74,0.037014000,23957,1497,1.206349
75,0.037513000,9890,618,0.498009
76,0.038013000,9298,581,0.468199
77,0.038513000,22629,1414,1.139478
78,0.039012000,43738,2733,2.202417
79,0.039512000,56861,3553,2.863223
80,0.040011000,57486,3592,2.894694
81,0.040512000,44042,2752,2.217725
82,0.041011000,23045,1440,1.160426
83,0.041512000,9810,613,0.493980
84,0.042011000,9122,570,0.459336
85,0.042511000,22821,1426,1.149146
86,0.043010000,42346,2646,2.132323
87,0.043510000,56893,3555,2.864834
88,0.044010000,57550,3596,2.897917
89,0.044510000,44186,2761,2.224976
90,0.045009000,24293,1518,1.223268
91,0.045509000,9810,613,0.493980
92,0.046008000,9170,573,0.461753
93,0.046514000,22709,1419,1.143506
94,0.047008000,42458,2653,2.137963
95,0.047514000,57181,3573,2.879336
96,0.048013000,57325,3582,2.886587
97,0.048513000,44186,2761,2.224976
98,0.049013000,24165,1510,1.216823
99,0.049513000,9858,616,0.496397
100,0.050014000,9010,563,0.453696
101,0.050514000,22757,1422,1.145924
102,0.051013000,42586,2661,2.144408
103,0.051512000,56957,3559,2.868056
104,0.052012000,57710,3606,2.905974
105,0.052512000,43802,2737,2.205640
106,0.053012000,24117,1507,1.214406
107,0.053512000,10658,666,0.536681
108,0.054012000,9378,586,0.472227
109,0.054512000,23397,1462,1.178151
110,0.055011000,42442,2652,2.137157
111,0.055511000,56733,3545,2.856778
112,0.056010000,57454,3590,2.893083
113,0.056511000,44042,2752,2.217725
114,0.057010000,24165,1510,1.216823
115,0.057511000,9842,615,0.495592
116,0.058011000,9314,582,0.469004
117,0.058511000,23013,1438,1.158814
118,0.059010000,41994,2624,2.114598
119,0.059510000,56637,3539,2.851943
120,0.060010000,57406,3587,2.890666
121,0.060510000,43898,2743,2.210474
122,0.061009000,24293,1518,1.223268
123,0.061509000,9986,624,0.502843
124,0.062009000,8674,542,0.436777
125,0.062509000,22613,1413,1.138672
126,0.063009000,42458,2653,2.137963
127,0.063509000,56781,3548,2.859194
128,0.064008000,57470,3591,2.893889
129,0.064508000,44010,2750,2.216114
130,0.065014000,24421,1526,1.229714
131,0.065514000,9634,602,0.485118
132,0.066014000,9250,578,0.465782
133,0.066513000,23061,1441,1.161231
134,0.067013000,42586,2661,2.144408
135,0.067513000,56813,3550,2.860806
136,0.068013000,57422,3588,2.891472
137,0.068513000,43546,2721,2.192749
138,0.069013000,24181,1511,1.217629
139,0.069512000,10274,642,0.517345
140,0.070012000,9410,588,0.473838
141,0.070512000,22725,1420,1.144312
142,0.071012000,42442,2652,2.137157
143,0.071511000,56749,3546,2.857583
144,0.072011000,58094,3630,2.925310
145,0.072511000,44058,2753,2.218530
146,0.073010000,24373,1523,1.227297
147,0.073510000,10002,625,0.503648
148,0.074009000,9250,578,0.465782
149,0.074509000,22629,1414,1.139478
150,0.075008000,42010,2625,2.115404
151,0.075508000,56461,3528,2.843081
152,0.076013000,57165,3572,2.878530
153,0.076513000,43866,2741,2.208862
154,0.077013000,23909,1494,1.203932
155,0.077514000,9458,591,0.476255
156,0.078013000,9298,581,0.468199
157,0.078513000,22661,1416,1.141089
158,0.079013000,42602,2662,2.145214
159,0.079513000,56861,3553,2.863223
160,0.080013000,57438,3589,2.892277
161,0.080512000,43802,2737,2.205640
162,0.081012000,24069,1504,1.211989
163,0.081511000,9794,612,0.493175
164,0.082012000,9666,604,0.486729
165,0.082511000,22725,1420,1.144312
166,0.083011000,42618,2663,2.146020
167,0.083511000,56813,3550,2.860806
168,0.084011000,57646,3602,2.902751
169,0.084511000,43914,2744,2.211280
170,0.085010000,24309,1519,1.224074
171,0.085510000,9938,621,0.500426
172,0.086009000,9170,573,0.461753
173,0.086509000,22613,1413,1.138672
174,0.087014000,42714,2669,2.150854
175,0.087514000,56717,3544,2.855972
176,0.088014000,57293,3580,2.884976
177,0.088514000,43882,2742,2.209668
178,0.089014000,24229,1514,1.220046
179,0.089513000,8386,524,0.422275
180,0.090012000,9394,587,0.473033
181,0.090512000,23029,1439,1.159620
182,0.091012000,42618,2663,2.146020
183,0.091513000,56749,3546,2.857583
184,0.092013000,57245,3577,2.882559
185,0.092512000,44042,2752,2.217725
186,0.093013000,24453,1528,1.231325
187,0.093512000,9938,621,0.500426
188,0.094012000,9426,589,0.474644
189,0.094511000,22581,1411,1.137061
190,0.095012000,42266,2641,2.128295
191,0.095511000,56749,3546,2.857583
192,0.096011000,57454,3590,2.893083
193,0.096512000,44074,2754,2.219336
194,0.097011000,24229,1514,1.220046
195,0.097510000,10210,638,0.514122
196,0.098010000,9314,582,0.469004
197,0.098510000,22677,1417,1.141895
198,0.099010000,42042,2627,2.117015
199,0.099510000,56637,3539,2.851943
200,0.100009000,58014,3625,2.921282
201,0.100509000,44090,2755,2.220142
202,0.101009000,24437,1527,1.230520
203,0.101509000,9778,611,0.492369
204,0.102009000,9122,570,0.459336
205,0.102508000,22693,1418,1.142701
206,0.103008000,42378,2648,2.133934
207,0.103514000,57197,3574,2.880142
208,0.104013000,57309,3581,2.885782
209,0.104513000,43626,2726,2.196777
210,0.105013000,24421,1526,1.229714
211,0.105512000,9698,606,0.488341
212,0.106012000,9042,565,0.455308
213,0.106512000,22709,1419,1.143506
214,0.107012000,42506,2656,2.140380
215,0.107512000,56893,3555,2.864834
216,0.108011000,57181,3573,2.879336
217,0.108511000,43770,2735,2.204028
218,0.109011000,24325,1520,1.224880
219,0.109510000,10178,636,0.512511
220,0.110010000,9266,579,0.466587
221,0.110509000,22773,1423,1.146729
222,0.111009000,42458,2653,2.137963
223,0.111508000,56797,3549,2.860000
224,0.112008000,57454,3590,2.893083
225,0.112508000,44010,2750,2.216114
226,0.113014000,24309,1519,1.224074
227,0.113514000,9986,624,0.502843
228,0.114014000,9314,582,0.469004
229,0.114513000,22805,1425,1.148341
230,0.115013000,42490,2655,2.139574
231,0.115513000,56861,3553,2.863223
232,0.116012000,57406,3587,2.890666
233,0.116512000,43818,2738,2.206446
234,0.117012000,24133,1508,1.215212
235,0.117512000,10642,665,0.535875
236,0.118012000,9506,594,0.478672
237,0.118512000,22629,1414,1.139478
238,0.119011000,42490,2655,2.139574
239,0.119511000,56941,3558,2.867251
240,0.120011000,57229,3576,2.881753
241,0.120510000,43914,2744,2.211280
242,0.121010000,24277,1517,1.222463
243,0.121510000,9970,623,0.502037
244,0.122009000,9298,581,0.468199
245,0.122509000,22741,1421,1.145118
246,0.123008000,42378,2648,2.133934
247,0.123509000,56733,3545,2.856778
248,0.124008000,57518,3594,2.896306
249,0.124508000,44058,2753,2.218530
250,0.125008000,24245,1515,1.220851
251,0.125508000,9922,620,0.499620
252,0.126014000,9266,579,0.466587
253,0.126513000,22117,1382,1.113696
254,0.127013000,42714,2669,2.150854
255,0.127512000,56893,3555,2.864834
