input_frequency_Hz,measured_Fs_Hz,nyquist_Hz,window,N_SAMPLES,N_FFT,physical_resolution_Hz,FFT_spacing_Hz,expected_alias_Hz,FFT_fundamental_Hz,frequency_error_Hz,samples_per_period,timing_jitter_us,signal_dBFS,integrated_noise_Vrms,integrated_noise_dBFS,measured_noise_floor_dBFS_per_bin,ideal_SNR_dB,ideal_noise_floor_dBFS_per_bin,SNR_dB,THD_dB,THD_percent,THDN_dB,THDN_percent,SINAD_dB,ENOB_bits,SFDR_dBc,largest_spur_Hz,largest_spur_dBFS,jitter_limited_SNR_dB
250.000000,2000.737600,1000.368800,hann,256,256,7.815381,7.815381,250.000000,250.091340,0.091339,8.002951,3.340968,-2.088085,0.010431440,-40.972490,-59.575060,74.000000,-93.311190,38.884408,-43.331230,0.681457,-37.551620,1.325619,37.551620,5.945452,46.262476,328.246000,-48.349580,45.600150
