input_frequency_Hz,measured_Fs_Hz,nyquist_Hz,window,N_SAMPLES,N_FFT,physical_resolution_Hz,FFT_spacing_Hz,expected_alias_Hz,FFT_fundamental_Hz,frequency_error_Hz,samples_per_period,timing_jitter_us,signal_dBFS,integrated_noise_Vrms,integrated_noise_dBFS,measured_noise_floor_dBFS_per_bin,ideal_SNR_dB,ideal_noise_floor_dBFS_per_bin,SNR_dB,THD_dB,THD_percent,THDN_dB,THDN_percent,SINAD_dB,ENOB_bits,SFDR_dBc,largest_spur_Hz,largest_spur_dBFS,jitter_limited_SNR_dB
250.000000,2000.195600,1000.097800,hann,1024,1024,1.953316,1.953316,250.000000,250.024300,0.024307,8.000782,2.051052,-2.089262,0.010961490,-40.541992,-67.249800,74.000000,-99.331790,38.452730,-48.877216,0.359865,-38.075720,1.247998,38.075720,6.032512,54.786460,931.731700,-56.876000,49.838068
