sample,time_s,raw_u16,code12,voltage_V
739,0.369508000,20789,1299,1.046825
740,0.370013000,40697,2543,2.049288
741,0.370513000,54701,3418,2.754456
742,0.371013000,58046,3627,2.922893
743,0.371514000,45995,2874,2.316068
744,0.372014000,26182,1636,1.318389
745,0.372514000,10834,677,0.545544
746,0.373014000,8642,540,0.435166
747,0.373513000,20965,1310,1.055688
748,0.374012000,40617,2538,2.045260
749,0.374512000,55965,3497,2.818105
750,0.375011000,58990,3686,2.970428
751,0.375510000,45995,2874,2.316068
752,0.376010000,26278,1642,1.323223
753,0.376510000,10642,665,0.535875
754,0.377010000,8530,533,0.429526
755,0.377510000,20981,1311,1.056494
756,0.378009000,40249,2515,2.026729
757,0.378508000,55789,3486,2.809242
758,0.379014000,58094,3630,2.925310
759,0.379514000,45547,2846,2.293509
760,0.380014000,26022,1626,1.310332
761,0.380514000,10706,669,0.539098
762,0.381014000,8674,542,0.436777
763,0.381514000,21029,1314,1.058910
764,0.382013000,40713,2544,2.050094
765,0.382513000,55901,3493,2.814882
766,0.383013000,57982,3623,2.919670
767,0.383513000,45707,2856,2.301566
768,0.384013000,26102,1631,1.314360
769,0.384514000,10786,674,0.543127
770,0.385013000,8546,534,0.430332
771,0.385512000,20901,1306,1.052465
772,0.386012000,40633,2539,2.046066
773,0.386511000,55853,3490,2.812465
774,0.387011000,58126,3632,2.926921
775,0.387511000,45195,2824,2.275784
776,0.388011000,26118,1632,1.315166
777,0.388511000,10770,673,0.542321
778,0.389011000,8610,538,0.433555
779,0.389510000,20821,1301,1.048437
780,0.390010000,40489,2530,2.038814
781,0.390510000,55789,3486,2.809242
782,0.391009000,58702,3668,2.955926
783,0.391509000,45803,2862,2.306400
784,0.392009000,26118,1632,1.315166
785,0.392509000,10914,682,0.549572
786,0.393009000,8354,522,0.420664
787,0.393508000,20853,1303,1.050048
788,0.394009000,40281,2517,2.028340
789,0.394508000,55725,3482,2.806020
790,0.395014000,58046,3627,2.922893
791,0.395514000,45499,2843,2.291092
792,0.396013000,26102,1631,1.314360
793,0.396514000,11042,690,0.556017
794,0.397013000,8610,538,0.433555
795,0.397513000,20981,1311,1.056494
796,0.398013000,40569,2535,2.042843
797,0.398513000,55853,3490,2.812465
798,0.399012000,58014,3625,2.921282
799,0.399513000,45803,2862,2.306400
800,0.400014000,26198,1637,1.319194
801,0.400513000,10754,672,0.541515
802,0.401014000,8754,547,0.440806
803,0.401513000,20997,1312,1.057299
804,0.402013000,40697,2543,2.049288
805,0.402512000,56013,3500,2.820522
806,0.403013000,58142,3633,2.927727
807,0.403513000,46219,2888,2.327347
808,0.404013000,26038,1627,1.311138
809,0.404512000,10322,645,0.519762
810,0.405012000,8738,546,0.440000
811,0.405512000,20821,1301,1.048437
812,0.406011000,39721,2482,2.000142
813,0.406511000,55853,3490,2.812465
814,0.407011000,57966,3622,2.918864
815,0.407512000,45755,2859,2.303983
816,0.408011000,26214,1638,1.320000
817,0.408511000,10738,671,0.540710
818,0.409011000,8562,535,0.431138
819,0.409510000,20853,1303,1.050048
820,0.410010000,40713,2544,2.050094
821,0.410511000,55741,3483,2.806825
822,0.411010000,58014,3625,2.921282
823,0.411510000,46267,2891,2.329764
824,0.412010000,26470,1654,1.332891
825,0.412509000,11010,688,0.554406
826,0.413009000,8530,533,0.429526
827,0.413509000,20757,1297,1.045214
828,0.414008000,40809,2550,2.054928
829,0.414508000,55805,3487,2.810048
830,0.415014000,57261,3578,2.883365
831,0.415514000,45691,2855,2.300760
832,0.416013000,26086,1630,1.313555
833,0.416514000,10642,665,0.535875
834,0.417014000,8594,537,0.432749
835,0.417508000,20885,1305,1.051659
836,0.418014000,40665,2541,2.047677
837,0.418508000,55773,3485,2.808437
838,0.419008000,58158,3634,2.928533
839,0.419508000,45867,2866,2.309622
840,0.420008000,26294,1643,1.324028
841,0.420514000,10802,675,0.543932
842,0.421013000,8690,543,0.437583
843,0.421513000,20196,1262,1.016965
844,0.422013000,40729,2545,2.050900
845,0.422512000,55869,3491,2.813270
846,0.423012000,58126,3632,2.926921
847,0.423512000,45851,2865,2.308817
848,0.424012000,26150,1634,1.316777
849,0.424511000,10770,673,0.542321
850,0.425011000,8274,517,0.416635
851,0.425511000,20965,1310,1.055688
852,0.426011000,40553,2534,2.042037
853,0.426509000,56589,3536,2.849526
854,0.427009000,58190,3636,2.930144
855,0.427509000,45867,2866,2.309622
856,0.428008000,26454,1653,1.332085
857,0.428514000,10674,667,0.537487
858,0.429013000,8530,533,0.429526
859,0.429513000,20949,1309,1.054882
860,0.430013000,40617,2538,2.045260
861,0.430512000,55789,3486,2.809242
862,0.431012000,58270,3641,2.934173
863,0.431512000,45739,2858,2.303177
864,0.432012000,26134,1633,1.315972
865,0.432512000,10786,674,0.543127
866,0.433011000,8626,539,0.434360
867,0.433510000,20901,1306,1.052465
868,0.434010000,40425,2526,2.035592
869,0.434509000,56045,3502,2.822133
870,0.435010000,58030,3626,2.922088
871,0.435510000,45963,2872,2.314456
872,0.436010000,26118,1632,1.315166
873,0.436510000,10786,674,0.543127
874,0.437010000,8658,541,0.435972
875,0.437510000,20789,1299,1.046825
876,0.438009000,40521,2532,2.040426
877,0.438510000,55725,3482,2.806020
878,0.439009000,58254,3640,2.933367
879,0.439509000,45851,2865,2.308817
880,0.440008000,26262,1641,1.322417
881,0.440508000,10834,677,0.545544
882,0.441014000,8674,542,0.436777
883,0.441513000,21125,1320,1.063745
884,0.442014000,40681,2542,2.048482
885,0.442513000,55949,3496,2.817299
886,0.443013000,57950,3621,2.918059
887,0.443514000,45659,2853,2.299148
888,0.444013000,26006,1625,1.309526
889,0.444514000,10274,642,0.517345
890,0.445013000,8482,530,0.427109
891,0.445513000,21061,1316,1.060522
892,0.446013000,40601,2537,2.044454
893,0.446512000,55965,3497,2.818105
894,0.447012000,58046,3627,2.922893
895,0.447512000,45755,2859,2.303983
896,0.448012000,26246,1640,1.321611
897,0.448511000,10754,672,0.541515
898,0.449011000,8642,540,0.435166
899,0.449511000,20565,1285,1.035546
900,0.450011000,40649,2540,2.046871
901,0.450510000,55885,3492,2.814076
902,0.451010000,58158,3634,2.928533
903,0.451510000,45803,2862,2.306400
904,0.452009000,26534,1658,1.336113
905,0.452509000,10850,678,0.546349
906,0.453009000,8754,547,0.440806
907,0.453508000,20917,1307,1.053271
908,0.454008000,40489,2530,2.038814
909,0.454509000,55741,3483,2.806825
910,0.455008000,58062,3628,2.923699
911,0.455508000,45835,2864,2.308011
912,0.456008000,26150,1634,1.316777
913,0.456514000,10754,672,0.541515
914,0.457008000,8033,502,0.404500
915,0.457508000,20757,1297,1.045214
916,0.458008000,40409,2525,2.034786
917,0.458514000,55901,3493,2.814882
918,0.459013000,58158,3634,2.928533
919,0.459513000,45755,2859,2.303983
920,0.460013000,26070,1629,1.312749
921,0.460512000,10770,673,0.542321
922,0.461012000,8722,545,0.439194
923,0.461511000,21029,1314,1.058910
924,0.462010000,40457,2528,2.037203
925,0.462510000,55757,3484,2.807631
926,0.463009000,57934,3620,2.917253
927,0.463509000,45627,2851,2.297537
928,0.464009000,26006,1625,1.309526
929,0.464509000,10818,676,0.544738
930,0.465008000,8610,538,0.433555
931,0.465514000,21077,1317,1.061328
932,0.466008000,40425,2526,2.035592
933,0.466514000,56045,3502,2.822133
934,0.467014000,57950,3621,2.918059
935,0.467514000,45723,2857,2.302371
936,0.468013000,25974,1623,1.307915
937,0.468514000,11090,693,0.558434
938,0.469014000,8081,505,0.406917
939,0.469514000,20869,1304,1.050854
940,0.470012000,40457,2528,2.037203
941,0.470513000,55789,3486,2.809242
942,0.471013000,58046,3627,2.922893
943,0.471513000,45819,2863,2.307205
944,0.472012000,25958,1622,1.307109
945,0.472511000,10834,677,0.545544
946,0.473011000,8626,539,0.434360
947,0.473511000,20901,1306,1.052465
948,0.474011000,40505,2531,2.039620
949,0.474511000,55885,3492,2.814076
950,0.475010000,58078,3629,2.924504
951,0.475510000,45899,2868,2.311234
952,0.476010000,26390,1649,1.328862
953,0.476510000,10802,675,0.543932
954,0.477009000,8610,538,0.433555
955,0.477508000,20773,1298,1.046020
956,0.478008000,40425,2526,2.035592
957,0.478514000,55901,3493,2.814882
958,0.479014000,57966,3622,2.918864
959,0.479514000,45659,2853,2.299148
960,0.480014000,26422,1651,1.330474
961,0.480513000,10738,671,0.540710
962,0.481012000,8674,542,0.436777
963,0.481512000,20821,1301,1.048437
964,0.482012000,40537,2533,2.041231
965,0.482511000,55885,3492,2.814076
966,0.483011000,58782,3673,2.959954
967,0.483511000,45819,2863,2.307205
968,0.484011000,26086,1630,1.313555
969,0.484510000,11042,690,0.556017
970,0.485010000,8514,532,0.428721
971,0.485510000,20645,1290,1.039574
972,0.486010000,40489,2530,2.038814
973,0.486509000,56317,3519,2.835830
974,0.487009000,58158,3634,2.928533
975,0.487508000,45915,2869,2.312039
976,0.488014000,26102,1631,1.314360
977,0.488514000,10386,649,0.522985
978,0.489014000,8594,537,0.432749
979,0.489513000,20949,1309,1.054882
980,0.490014000,40729,2545,2.050900
981,0.490513000,55837,3489,2.811659
982,0.491013000,58062,3628,2.923699
983,0.491512000,45723,2857,2.302371
984,0.492012000,26086,1630,1.313555
985,0.492512000,10802,675,0.543932
986,0.493012000,8610,538,0.433555
987,0.493511000,20789,1299,1.046825
988,0.494011000,40633,2539,2.046066
989,0.494511000,55901,3493,2.814882
990,0.495011000,58030,3626,2.922088
991,0.495511000,45803,2862,2.306400
992,0.496010000,26166,1635,1.317583
993,0.496510000,10818,676,0.544738
994,0.497010000,8594,537,0.432749
995,0.497510000,20933,1308,1.054076
996,0.498009000,40473,2529,2.038009
997,0.498509000,55789,3486,2.809242
998,0.499008000,58078,3629,2.924504
999,0.499514000,45627,2851,2.297537
1000,0.500014000,26086,1630,1.313555
1001,0.500514000,10706,669,0.539098
1002,0.501014000,8754,547,0.440806
1003,0.501513000,20885,1305,1.051659
1004,0.502013000,40553,2534,2.042037
1005,0.502513000,55981,3498,2.818911
1006,0.503012000,58158,3634,2.928533
1007,0.503512000,45803,2862,2.306400
1008,0.504012000,27206,1700,1.369952
1009,0.504511000,10738,671,0.540710
1010,0.505011000,8562,535,0.431138
1011,0.505510000,20901,1306,1.052465
1012,0.506011000,40617,2538,2.045260
1013,0.506511000,55901,3493,2.814882
1014,0.507011000,57966,3622,2.918864
1015,0.507510000,45851,2865,2.308817
1016,0.508010000,26182,1636,1.318389
1017,0.508510000,10738,671,0.540710
1018,0.509010000,8674,542,0.436777
1019,0.509510000,20933,1308,1.054076
1020,0.510010000,40393,2524,2.033980
1021,0.510509000,55917,3494,2.815688
1022,0.511009000,58110,3631,2.926116
1023,0.511509000,45899,2868,2.311234
